,Year,Avg. Pace,PLAYER,TEAM,Team Conference Rank,GP,Team GP,W,PTS,REB,AST,STL,BLK,TOV,TS%,3PM,DEFWS,USG%,PIE,Prior ASG Appearances,AS Last Year?,Play Pct.,Adjusted PTS,Adjusted REB,Adjusted AST,Adjusted STL,Adjusted BLK,Adjusted TOV,Adjusted 3PM,AS Prob.,Conf.
12,2020,99.5,Amir Coffey,LAC,2,20,34,23,2.8,0.8,0.4,0.2,0.0,0.4,0.637,0.6,0.1,14.9,7.3,0,0,0.5882352941176471,0.028140703517587937,0.008040201005025126,0.004020100502512563,0.0020100502512562816,0.0,0.004020100502512563,0.006030150753768844,0.0006535334105852692,West
13,2020,99.5,Andre Drummond,CLE,14,25,33,12,17.5,13.5,2.6,1.6,1.2,3.2,0.5,0.0,1.3,30.9,15.3,2,0,0.7575757575757576,0.17587939698492464,0.135678391959799,0.02613065326633166,0.016080402010050253,0.012060301507537688,0.032160804020100506,0.0,0.999882848940443,East
14,2020,99.5,Andre Iguodala,MIA,10,30,32,15,4.6,3.6,2.3,1.0,0.5,1.1,0.527,1.1,1.0,11.3,8.1,1,0,0.9375,0.046231155778894466,0.036180904522613064,0.023115577889447233,0.010050251256281407,0.005025125628140704,0.011055276381909548,0.011055276381909548,0.012908364125387106,East
15,2020,99.5,Andre Roberson,BRK,2,2,34,22,0.0,2.5,1.0,0.5,0.5,0.5,0.0,0.0,0.0,7.9,4.8,0,0,0.058823529411764705,0.0,0.02512562814070352,0.010050251256281407,0.005025125628140704,0.005025125628140704,0.005025125628140704,0.0,0.00024954962404074904,West
16,2020,99.5,Andrew Wiggins,GSW,7,33,33,18,17.5,4.6,2.2,0.8,1.2,1.9,0.5529999999999999,1.8,1.3,23.2,8.9,0,0,1.0,0.17587939698492464,0.046231155778894466,0.022110552763819097,0.008040201005025126,0.012060301507537688,0.01909547738693467,0.018090452261306532,0.9993849143282679,West
17,2020,99.5,Anfernee Simons,POR,5,28,31,18,8.7,2.5,1.2,0.2,0.2,0.8,0.561,2.1,0.1,20.5,7.4,0,0,0.9032258064516129,0.08743718592964823,0.02512562814070352,0.012060301507537688,0.0020100502512562816,0.0020100502512562816,0.008040201005025126,0.021105527638190957,0.0758281687956005,West
18,2020,99.5,Anthony Edwards,MIN,15,33,33,7,14.3,3.9,2.6,0.8,0.4,1.7,0.46799999999999997,1.9,0.5,25.0,7.4,0,0,1.0,0.14371859296482412,0.03919597989949749,0.02613065326633166,0.008040201005025126,0.004020100502512563,0.017085427135678392,0.01909547738693467,0.48211718339358034,West
19,2020,99.5,Anthony Gill,WAS,12,10,30,12,1.0,1.9,0.3,0.3,0.2,0.3,0.425,0.1,0.1,9.4,9.5,0,0,0.3333333333333333,0.010050251256281407,0.01909547738693467,0.003015075376884422,0.003015075376884422,0.0020100502512562816,0.003015075376884422,0.0010050251256281408,9.39868180151676e-06,East
20,2020,99.5,Anžejs Pasečņiks,WAS,12,1,30,12,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,41.5,-26.0,0,0,0.03333333333333333,0.0,0.010050251256281407,0.010050251256281407,0.0,0.0,0.05025125628140704,0.0,1.917837856553249e-07,East
21,2020,99.5,Aron Baynes,TOR,5,30,33,16,5.8,5.3,1.0,0.3,0.3,0.9,0.473,0.5,0.6,15.6,6.2,0,0,0.9090909090909091,0.05829145728643216,0.053266331658291456,0.010050251256281407,0.003015075376884422,0.003015075376884422,0.009045226130653266,0.005025125628140704,0.032463234528439286,East
22,2020,99.5,Ashton Hagans,MIN,15,2,33,7,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,10.5,-25.0,0,0,0.06060606060606061,0.0,0.0,0.0,0.0,0.0,0.005025125628140704,0.0,2.8040976943536713e-08,West
23,2020,99.5,Austin Rivers,NYK,6,21,33,16,7.3,2.2,2.0,0.6,0.0,1.0,0.545,1.3,0.5,16.2,7.1,0,0,0.6363636363636364,0.07336683417085427,0.022110552763819097,0.020100502512562814,0.006030150753768844,0.0,0.010050251256281407,0.01306532663316583,0.022871413097893437,East
24,2020,99.5,Avery Bradley,MIA,10,10,32,15,8.5,1.8,1.4,0.7,0.1,0.9,0.607,1.6,0.2,16.7,6.2,0,0,0.3125,0.08542713567839195,0.018090452261306532,0.014070351758793969,0.007035175879396984,0.0010050251256281408,0.009045226130653266,0.016080402010050253,0.006206010720433249,East
25,2020,99.5,Ben McLemore,HOU,14,21,30,11,6.0,2.1,1.0,0.6,0.0,1.0,0.496,1.3,0.4,20.2,5.1,0,0,0.7,0.06030150753768844,0.021105527638190957,0.010050251256281407,0.006030150753768844,0.0,0.010050251256281407,0.01306532663316583,0.0002357222446655216,West
26,2020,99.5,Bismack Biyombo,CHO,8,29,31,15,5.7,5.7,1.4,0.3,1.2,1.0,0.56,0.0,0.7,11.5,6.6,0,0,0.9354838709677419,0.05728643216080402,0.05728643216080402,0.014070351758793969,0.003015075376884422,0.012060301507537688,0.010050251256281407,0.0,0.09496499325198629,West
27,2020,99.5,Blake Griffin,DET,15,20,32,9,12.3,5.2,3.9,0.7,0.1,1.6,0.491,2.0,0.5,19.4,8.4,6,0,0.625,0.12361809045226131,0.05226130653266332,0.03919597989949749,0.007035175879396984,0.0010050251256281408,0.016080402010050253,0.020100502512562814,0.8402651549149202,East
28,2020,99.5,Boban Marjanović,DAL,10,17,31,15,4.8,4.1,0.1,0.0,0.1,0.3,0.525,0.0,0.1,26.5,14.5,0,0,0.5483870967741935,0.04824120603015075,0.04120603015075377,0.0010050251256281408,0.0,0.0010050251256281408,0.003015075376884422,0.0,0.0006707609053169667,West
29,2020,99.5,Bobby Portis,MIL,3,33,33,20,11.3,7.3,1.1,0.8,0.5,0.8,0.614,1.1,1.1,19.0,12.9,0,0,1.0,0.1135678391959799,0.07336683417085427,0.011055276381909548,0.008040201005025126,0.005025125628140704,0.008040201005025126,0.011055276381909548,0.9665358747488839,East
30,2020,99.5,Bogdan Bogdanović,ATL,11,9,32,14,9.9,3.8,2.1,0.4,0.1,1.2,0.5429999999999999,2.3,0.1,18.6,8.5,0,0,0.28125,0.09949748743718594,0.03819095477386934,0.021105527638190957,0.004020100502512563,0.0010050251256281408,0.012060301507537688,0.023115577889447233,0.03726940344572823,East
31,2020,99.5,Bojan Bogdanović,UTA,1,32,32,26,15.3,3.8,2.1,0.5,0.1,1.6,0.58,2.6,1.1,20.8,8.9,0,0,1.0,0.15376884422110554,0.03819095477386934,0.021105527638190957,0.005025125628140704,0.0010050251256281408,0.016080402010050253,0.02613065326633166,0.995549769588982,West
32,2020,99.5,Bol Bol,DEN,8,13,32,17,1.7,0.7,0.2,0.2,0.3,0.5,0.583,0.2,0.1,14.1,4.5,0,0,0.40625,0.017085427135678392,0.007035175879396984,0.0020100502512562816,0.0020100502512562816,0.003015075376884422,0.005025125628140704,0.0020100502512562816,3.896421327313136e-05,West
33,2020,99.5,Brad Wanamaker,GSW,7,33,33,18,4.8,1.8,2.6,0.8,0.2,0.9,0.483,0.4,0.7,15.2,7.3,0,0,1.0,0.04824120603015075,0.018090452261306532,0.02613065326633166,0.008040201005025126,0.0020100502512562816,0.009045226130653266,0.004020100502512563,0.006921153382686825,West
34,2020,99.5,Bradley Beal,WAS,12,28,30,12,32.8,5.2,4.8,1.4,0.4,3.2,0.594,2.4,0.6,35.7,15.9,3,0,0.9333333333333333,0.32964824120603015,0.05226130653266332,0.04824120603015075,0.014070351758793969,0.004020100502512563,0.032160804020100506,0.024120603015075376,0.9999999802800235,East
35,2020,99.5,Brandon Clarke,MEM,9,23,28,14,12.7,5.7,1.7,1.1,0.7,0.6,0.552,0.6,0.8,18.9,10.9,0,0,0.8214285714285714,0.12763819095477386,0.05728643216080402,0.017085427135678392,0.011055276381909548,0.007035175879396984,0.006030150753768844,0.006030150753768844,0.8654731898131546,West
36,2020,99.5,Brandon Goodwin,ATL,11,24,32,14,4.3,1.1,1.8,0.4,0.0,0.5,0.43799999999999994,0.6,0.2,19.1,6.3,0,0,0.75,0.04321608040201005,0.011055276381909548,0.018090452261306532,0.004020100502512563,0.0,0.005025125628140704,0.006030150753768844,0.0002046463447986897,East
37,2020,99.5,Brian Bowen,IND,4,1,30,15,3.0,1.0,0.0,0.0,0.0,0.0,0.615,0.0,0.0,21.2,24.0,0,0,0.03333333333333333,0.03015075376884422,0.010050251256281407,0.0,0.0,0.0,0.0,0.0,0.0006105888822595716,East
38,2020,99.5,Brodric Thomas,HOU,14,4,30,11,2.5,1.0,1.0,0.3,0.3,1.0,0.496,0.3,0.0,25.0,6.1,0,0,0.13333333333333333,0.02512562814070352,0.010050251256281407,0.010050251256281407,0.003015075376884422,0.003015075376884422,0.010050251256281407,0.003015075376884422,1.2589805696674053e-05,West
39,2020,99.5,Brook Lopez,MIL,3,33,33,20,10.7,5.1,0.6,0.5,1.4,0.8,0.59,1.5,1.0,15.4,7.4,1,0,1.0,0.10753768844221105,0.05125628140703517,0.006030150753768844,0.005025125628140704,0.014070351758793969,0.008040201005025126,0.01507537688442211,0.9756207275475587,East
40,2020,99.5,Bruce Brown,BRK,2,30,34,22,7.7,4.5,1.2,0.8,0.3,0.8,0.621,0.2,0.5,15.0,9.4,0,0,0.8823529411764706,0.07738693467336684,0.04522613065326633,0.012060301507537688,0.008040201005025126,0.003015075376884422,0.008040201005025126,0.0020100502512562816,0.2695092249556559,West
41,2020,99.5,Bruno Caboclo,HOU,14,6,30,11,2.8,2.3,0.2,0.0,0.3,0.7,0.475,0.0,0.1,25.9,11.3,0,0,0.2,0.028140703517587937,0.023115577889447233,0.0020100502512562816,0.0,0.003015075376884422,0.007035175879396984,0.0,2.2661624198409966e-05,West
42,2020,99.5,Bruno Fernando,ATL,11,17,32,14,1.7,3.3,0.5,0.1,0.1,0.8,0.49,0.0,0.2,12.5,7.4,0,0,0.53125,0.017085427135678392,0.03316582914572864,0.005025125628140704,0.0010050251256281408,0.0010050251256281408,0.008040201005025126,0.0,3.457454447825886e-05,East
43,2020,99.5,Bryn Forbes,MIL,3,33,33,20,9.7,1.4,0.6,0.2,0.0,0.6,0.627,2.1,0.3,18.2,7.0,0,0,1.0,0.09748743718592964,0.014070351758793969,0.006030150753768844,0.0020100502512562816,0.0,0.006030150753768844,0.021105527638190957,0.12007111926040677,East
44,2020,99.5,Buddy Hield,SAC,13,32,32,12,15.5,4.6,3.0,0.9,0.3,1.9,0.529,3.7,0.0,20.4,7.0,0,0,1.0,0.15577889447236182,0.046231155778894466,0.03015075376884422,0.009045226130653266,0.003015075376884422,0.01909547738693467,0.03718592964824121,0.8221284612449756,West
45,2020,99.5,Caleb Martin,CHO,8,23,31,15,5.6,2.8,1.3,0.9,0.3,0.7,0.496,0.7,0.4,17.1,7.9,0,0,0.7419354838709677,0.056281407035175875,0.028140703517587937,0.01306532663316583,0.009045226130653266,0.003015075376884422,0.007035175879396984,0.007035175879396984,0.004702010801512185,West
46,2020,99.5,Cam Reddish,ATL,11,26,32,14,11.2,4.0,1.3,1.3,0.3,1.3,0.488,1.3,0.6,19.0,5.3,0,0,0.8125,0.11256281407035175,0.04020100502512563,0.01306532663316583,0.01306532663316583,0.003015075376884422,0.01306532663316583,0.01306532663316583,0.1183272384710267,East
47,2020,99.5,Cameron Johnson,PHO,4,31,31,20,10.7,3.6,1.4,0.7,0.3,0.8,0.5870000000000001,2.2,0.9,17.9,8.9,0,0,1.0,0.10753768844221105,0.036180904522613064,0.014070351758793969,0.007035175879396984,0.003015075376884422,0.008040201005025126,0.022110552763819097,0.6940580709916544,West
48,2020,99.5,Cameron Payne,PHO,4,20,31,20,7.0,1.8,3.7,0.6,0.2,1.2,0.6,1.1,0.4,18.1,9.5,0,0,0.6451612903225806,0.07035175879396985,0.018090452261306532,0.03718592964824121,0.006030150753768844,0.0020100502512562816,0.012060301507537688,0.011055276381909548,0.13436997255034946,West
49,2020,99.5,Caris LeVert,BRK,2,12,34,22,18.5,4.3,6.0,1.1,0.5,2.2,0.516,1.8,0.3,31.3,13.6,0,0,0.35294117647058826,0.18592964824120603,0.04321608040201005,0.06030150753768844,0.011055276381909548,0.005025125628140704,0.022110552763819097,0.018090452261306532,0.9999434970845316,West
50,2020,99.5,Carmelo Anthony,POR,5,30,31,18,13.4,3.5,1.3,0.8,0.7,1.0,0.516,1.7,0.4,23.5,8.5,10,0,0.967741935483871,0.13467336683417086,0.035175879396984924,0.01306532663316583,0.008040201005025126,0.007035175879396984,0.010050251256281407,0.017085427135678392,0.9988978892179436,West
51,2020,99.5,Carsen Edwards,BOS,9,14,32,15,5.4,1.0,0.4,0.3,0.1,0.1,0.568,0.8,0.1,20.1,7.2,0,0,0.4375,0.0542713567839196,0.010050251256281407,0.004020100502512563,0.003015075376884422,0.0010050251256281408,0.0010050251256281408,0.008040201005025126,0.00039786591986621473,East
52,2020,99.5,Cassius Stanley,IND,4,8,30,15,1.1,0.4,0.0,0.0,0.3,0.1,0.489,0.1,0.0,19.2,-3.0,0,0,0.26666666666666666,0.011055276381909548,0.004020100502512563,0.0,0.0,0.003015075376884422,0.0010050251256281408,0.0010050251256281408,4.018179759113065e-05,East
53,2020,99.5,Cassius Winston,WAS,12,6,30,12,2.2,0.7,1.0,0.0,0.2,0.2,0.597,0.5,0.0,11.2,7.2,0,0,0.2,0.022110552763819097,0.007035175879396984,0.010050251256281407,0.0,0.0020100502512562816,0.0020100502512562816,0.005025125628140704,1.8521720052981186e-05,East
54,2020,99.5,Cedi Osman,CLE,14,33,33,12,11.2,3.6,2.7,0.9,0.1,1.1,0.496,2.0,0.5,20.2,7.7,0,0,1.0,0.11256281407035175,0.036180904522613064,0.0271356783919598,0.009045226130653266,0.0010050251256281408,0.011055276381909548,0.020100502512562814,0.07829794940558082,East
55,2020,99.5,Chandler Hutchison,CHI,7,7,31,15,1.9,2.9,0.6,0.1,0.0,0.7,0.344,0.1,0.1,15.9,4.2,0,0,0.22580645161290322,0.01909547738693467,0.02914572864321608,0.006030150753768844,0.0010050251256281408,0.0,0.007035175879396984,0.0010050251256281408,7.301275003494366e-05,East
56,2020,99.5,Chasson Randle,ORL,13,5,33,13,4.8,2.4,1.8,0.0,0.2,1.2,0.569,0.6,0.1,12.1,5.5,0,0,0.15151515151515152,0.04824120603015075,0.024120603015075376,0.018090452261306532,0.0,0.0020100502512562816,0.012060301507537688,0.006030150753768844,0.00021623332233978545,East
57,2020,99.5,Chimezie Metu,SAC,13,11,32,12,3.4,2.1,0.5,0.3,0.5,0.5,0.545,0.1,0.1,23.9,9.4,0,0,0.34375,0.034170854271356785,0.021105527638190957,0.005025125628140704,0.003015075376884422,0.005025125628140704,0.005025125628140704,0.0010050251256281408,8.14505848659855e-05,West
58,2020,99.5,Chris Boucher,TOR,5,33,33,16,13.2,6.5,1.0,0.6,1.9,0.7,0.659,1.7,1.2,19.9,13.5,0,0,1.0,0.13266331658291455,0.06532663316582915,0.010050251256281407,0.006030150753768844,0.01909547738693467,0.007035175879396984,0.017085427135678392,0.9987034849434445,East
59,2020,99.5,Chris Chiozza,BRK,2,13,34,22,3.4,0.9,2.5,0.3,0.2,0.6,0.46,0.5,0.1,20.5,9.1,0,0,0.38235294117647056,0.034170854271356785,0.009045226130653266,0.02512562814070352,0.003015075376884422,0.0020100502512562816,0.006030150753768844,0.005025125628140704,0.005067649194351605,West
60,2020,99.5,Chris Silva,MIA,10,6,32,15,3.8,3.0,1.0,0.2,0.3,1.3,0.805,0.2,0.1,18.7,9.3,0,0,0.1875,0.03819095477386934,0.03015075376884422,0.010050251256281407,0.0020100502512562816,0.003015075376884422,0.01306532663316583,0.0020100502512562816,0.0004002547679094321,East
61,2020,99.5,Christian Wood,HOU,14,17,30,11,22.0,10.2,1.3,0.9,1.5,1.8,0.634,1.9,1.0,26.3,17.0,0,0,0.5666666666666667,0.22110552763819097,0.10251256281407034,0.01306532663316583,0.009045226130653266,0.01507537688442211,0.018090452261306532,0.01909547738693467,0.99995733903771,West
62,2020,99.5,Chuma Okeke,ORL,13,17,33,13,4.4,3.5,2.1,0.9,0.4,0.6,0.466,0.8,0.4,10.5,6.9,0,0,0.5151515151515151,0.044221105527638194,0.035175879396984924,0.021105527638190957,0.009045226130653266,0.004020100502512563,0.006030150753768844,0.008040201005025126,0.0007199772762060157,East
63,2020,99.5,CJ Elleby,POR,5,13,31,18,3.0,1.1,0.2,0.3,0.2,0.2,0.5579999999999999,0.4,0.1,15.5,4.6,0,0,0.41935483870967744,0.03015075376884422,0.011055276381909548,0.0020100502512562816,0.003015075376884422,0.0020100502512562816,0.0020100502512562816,0.004020100502512563,0.0002680034596092354,West
64,2020,99.5,CJ McCollum,POR,5,13,31,18,26.7,3.9,5.0,1.3,0.3,1.0,0.62,4.8,0.2,28.5,15.0,0,0,0.41935483870967744,0.26834170854271355,0.03919597989949749,0.05025125628140704,0.01306532663316583,0.003015075376884422,0.010050251256281407,0.04824120603015075,0.9999989357739377,West
65,2020,99.5,Clint Capela,ATL,11,29,32,14,14.6,13.8,1.0,0.8,2.2,1.4,0.596,0.0,1.4,19.8,16.3,0,0,0.90625,0.14673366834170853,0.13869346733668342,0.010050251256281407,0.008040201005025126,0.022110552763819097,0.014070351758793969,0.0,0.9998159209260948,East
66,2020,99.5,Coby White,CHI,7,31,31,15,15.7,5.0,5.2,0.4,0.2,2.4,0.5329999999999999,2.4,0.7,22.0,9.2,0,0,1.0,0.1577889447236181,0.05025125628140704,0.05226130653266332,0.004020100502512563,0.0020100502512562816,0.024120603015075376,0.024120603015075376,0.9966422466666145,East
67,2020,99.5,Cody Martin,CHO,8,19,31,15,2.7,1.8,0.8,0.4,0.0,0.5,0.601,0.2,0.2,13.4,9.3,0,0,0.6129032258064516,0.0271356783919598,0.018090452261306532,0.008040201005025126,0.004020100502512563,0.0,0.005025125628140704,0.0020100502512562816,0.00015518305710447976,West
68,2020,99.5,Cody Zeller,CHO,8,18,31,15,9.7,7.6,2.4,0.6,0.6,1.1,0.556,0.2,0.5,17.9,10.5,0,0,0.5806451612903226,0.09748743718592964,0.07638190954773869,0.024120603015075376,0.006030150753768844,0.006030150753768844,0.011055276381909548,0.0020100502512562816,0.6256876269877633,West
69,2020,99.5,Cole Anthony,ORL,13,25,33,13,11.0,4.4,3.8,0.7,0.4,2.0,0.469,1.1,0.6,22.0,8.1,0,0,0.7575757575757576,0.11055276381909548,0.044221105527638194,0.03819095477386934,0.007035175879396984,0.004020100502512563,0.020100502512562814,0.011055276381909548,0.29807230382228017,East
70,2020,99.5,Collin Sexton,CLE,14,28,33,12,23.1,2.5,4.2,1.0,0.1,2.7,0.579,1.6,0.3,27.4,11.1,0,0,0.8484848484848485,0.2321608040201005,0.02512562814070352,0.042211055276381915,0.010050251256281407,0.0010050251256281408,0.0271356783919598,0.016080402010050253,0.9982748201350474,East
71,2020,99.5,Cory Joseph,SAC,13,32,32,12,6.5,2.2,2.3,0.8,0.2,1.0,0.544,0.6,0.0,14.5,5.0,0,0,1.0,0.06532663316582915,0.022110552763819097,0.023115577889447233,0.008040201005025126,0.0020100502512562816,0.010050251256281407,0.006030150753768844,0.0012604699861521226,West
72,2020,99.5,Cristiano Felício,CHI,7,6,31,15,1.8,2.0,0.8,0.3,0.0,0.5,0.731,0.0,0.0,11.8,19.2,0,0,0.1935483870967742,0.018090452261306532,0.020100502512562814,0.008040201005025126,0.003015075376884422,0.0,0.005025125628140704,0.0,0.00017283664859205343,East
73,2020,99.5,D.J. Augustin,MIL,3,31,33,20,6.2,1.3,3.1,0.5,0.0,0.8,0.514,1.3,0.4,15.1,10.4,0,0,0.9393939393939394,0.062311557788944726,0.01306532663316583,0.031155778894472363,0.005025125628140704,0.0,0.008040201005025126,0.01306532663316583,0.05792303527013595,East
74,2020,99.5,D.J. Wilson,MIL,3,10,33,20,3.7,2.2,0.3,0.1,0.3,0.4,0.488,0.8,0.1,18.7,7.2,0,0,0.30303030303030304,0.03718592964824121,0.022110552763819097,0.003015075376884422,0.0010050251256281408,0.003015075376884422,0.004020100502512563,0.008040201005025126,0.0018799750420595736,East
75,2020,99.5,D'Angelo Russell,MIN,15,20,33,7,19.3,2.6,5.1,1.1,0.5,2.7,0.544,3.0,0.3,29.5,6.7,1,0,0.6060606060606061,0.19396984924623117,0.02613065326633166,0.05125628140703517,0.011055276381909548,0.005025125628140704,0.0271356783919598,0.03015075376884422,0.9924599317658837,West
76,2020,99.5,Dakota Mathias,PHI,1,8,33,22,6.0,0.9,1.6,0.1,0.4,0.1,0.474,1.0,0.1,17.8,6.2,0,0,0.24242424242424243,0.06030150753768844,0.009045226130653266,0.016080402010050253,0.0010050251256281408,0.004020100502512563,0.0010050251256281408,0.010050251256281407,0.029811623886932027,East
77,2020,99.5,Damian Jones,PHO,4,14,31,20,1.6,1.3,0.3,0.1,0.4,0.4,0.528,0.0,0.1,12.8,5.0,0,0,0.45161290322580644,0.016080402010050253,0.01306532663316583,0.003015075376884422,0.0010050251256281408,0.004020100502512563,0.004020100502512563,0.0,0.00023856983097927755,West
78,2020,99.5,Damion Lee,GSW,7,33,33,18,6.4,3.4,1.4,0.6,0.1,0.5,0.629,1.4,0.8,12.3,9.1,0,0,1.0,0.06432160804020101,0.034170854271356785,0.014070351758793969,0.006030150753768844,0.0010050251256281408,0.005025125628140704,0.014070351758793969,0.02077715212477187,West
79,2020,99.5,Damyean Dotson,CLE,14,27,33,12,7.1,1.8,2.2,0.4,0.1,0.8,0.494,1.0,0.2,17.7,7.7,0,0,0.8181818181818182,0.07135678391959799,0.018090452261306532,0.022110552763819097,0.004020100502512563,0.0010050251256281408,0.008040201005025126,0.010050251256281407,0.001210144783280526,East
80,2020,99.5,Daniel Gafford,CHI,7,25,31,15,4.9,3.1,0.6,0.4,1.2,0.8,0.6809999999999999,0.0,0.5,13.8,9.1,0,0,0.8064516129032258,0.0492462311557789,0.031155778894472363,0.006030150753768844,0.004020100502512563,0.012060301507537688,0.008040201005025126,0.0,0.021258847879766653,East
81,2020,99.5,Daniel Oturu,LAC,2,10,34,23,2.0,1.4,0.4,0.0,0.3,0.2,0.63,0.0,0.1,18.8,17.9,0,0,0.29411764705882354,0.020100502512562814,0.014070351758793969,0.004020100502512563,0.0,0.003015075376884422,0.0020100502512562816,0.0,0.0013557963050535775,West
82,2020,99.5,Daniel Theis,BOS,9,30,32,15,8.8,5.0,1.4,0.6,1.2,1.1,0.632,0.8,0.8,14.1,8.9,0,0,0.9375,0.08844221105527639,0.05025125628140704,0.014070351758793969,0.006030150753768844,0.012060301507537688,0.011055276381909548,0.008040201005025126,0.42586533463240106,East
83,2020,99.5,Danilo Gallinari,ATL,11,20,32,14,11.8,3.0,1.4,0.4,0.1,1.3,0.61,2.0,0.2,22.4,8.9,0,0,0.625,0.11859296482412061,0.03015075376884422,0.014070351758793969,0.004020100502512563,0.0010050251256281408,0.01306532663316583,0.020100502512562814,0.08953142730594818,East
84,2020,99.5,Danny Green,PHI,1,33,33,22,8.8,3.6,1.8,1.2,0.7,1.3,0.5579999999999999,2.3,1.2,13.7,5.8,0,0,1.0,0.08844221105527639,0.036180904522613064,0.018090452261306532,0.012060301507537688,0.007035175879396984,0.01306532663316583,0.023115577889447233,0.8373157032301173,East
85,2020,99.5,Dante Exum,CLE,14,6,33,12,3.8,2.8,2.2,0.7,0.3,1.2,0.428,0.3,0.1,12.6,5.8,0,0,0.18181818181818182,0.03819095477386934,0.028140703517587937,0.022110552763819097,0.007035175879396984,0.003015075376884422,0.012060301507537688,0.003015075376884422,0.0001259710333828682,East
